"subject","section","sessionTitle","date","presentCount","totalCount","pct"
"Advanced Communication Skills","CDU Batch-1 - S-015","Real Time Session 1: Activity","2026-06-22","14","60","23.3"
"Advanced Communication Skills","CDU Batch-1 - S-015","Mastering the Art of Discussion","2026-06-20","43","60","71.7"
"Advanced Communication Skills","CDU Batch-1 - S-015","The Language of Connection","2026-06-18","45","60","75"
"Advanced Communication Skills","CDU Batch-1 - S-015","Mastering the Art of Discussion","2026-06-16","10","60","16.7"
"Advanced Communication Skills","CDU Batch-1 - S-015","Real Time Session 1: Activity","2026-06-15","10","60","16.7"
"Advanced Communication Skills","CDU Batch-1 - S-015","The Language of Connection","2026-06-13","7","60","11.7"
"Advanced Communication Skills","CDU Batch-1 - S-015","Accuracy in sentence structure","2026-06-12","9","60","15"
"Advanced Communication Skills","CDU Batch-1 - S-016","III semester Project - 7","2026-08-20","18","76","23.7"
"Advanced Communication Skills","CDU Batch-1 - S-016","III semester Project - 6","2026-08-19","25","76","32.9"
"Advanced Communication Skills","CDU Batch-1 - S-016","III semester Project - 7","2026-08-08","32","76","42.1"
"Advanced Communication Skills","CDU Batch-1 - S-016","III semester Project - 5","2026-08-01","33","76","43.4"
"Advanced Communication Skills","CDU Batch-1 - S-016","III semester Project - 4","2026-07-30","50","76","65.8"
"Advanced Communication Skills","CDU Batch-1 - S-016","III semester Project - 3","2026-07-29","45","76","59.2"
"Advanced Communication Skills","CDU Batch-1 - S-016","III semester Project - 2","2026-07-28","50","76","65.8"
"Advanced Communication Skills","CDU Batch-1 - S-016","III semester Project - 1","2026-07-21","53","76","69.7"
"Advanced Communication Skills","CDU Batch-1 - S-016","Real Time Session 3: Activity","2026-07-18","41","76","53.9"
"Advanced Communication Skills","CDU Batch-1 - S-016","Real Time Session 3: Activity","2026-07-17","55","76","72.4"
"Advanced Communication Skills","CDU Batch-1 - S-016","Module 1 Quiz","2026-07-13","56","76","73.7"
"Advanced Communication Skills","CDU Batch-1 - S-016","Emphasizing Self-Expression","2026-07-11","36","76","47.4"
"Advanced Communication Skills","CDU Batch-1 - S-016","Framing Effective Questions","2026-07-09","62","76","81.6"
"Advanced Communication Skills","CDU Batch-1 - S-016","Real Time Session 2: Activity","2026-07-07","51","76","67.1"
"Advanced Communication Skills","CDU Batch-1 - S-016","Real Time Session 2: Activity","2026-07-03","54","76","71.1"
"Advanced Communication Skills","CDU Batch-1 - S-016","Real Time Session 2: Activity","2026-06-29","31","76","40.8"
"Advanced Communication Skills","CDU Batch-1 - S-016","Real Time Session 1: Activity","2026-06-23","14","76","18.4"
"Advanced Communication Skills","CDU Batch-1 - S-016","Real Time Session 1: Activity","2026-06-22","44","76","57.9"
"Advanced Communication Skills","CDU Batch-1 - S-016","Designing Clear Prompts","2026-06-19","39","76","51.3"
"Advanced Communication Skills","CDU Batch-1 - S-016","Mastering the Art of Discussion","2026-06-17","6","76","7.9"
"Advanced Communication Skills","CDU Batch-1 - S-016","The Language of Connection","2026-06-13","0","76","0"
"Advanced Communication Skills","CDU Batch-1 - S-016","Accuracy in sentence structure","2026-06-11","0","76","0"
"Advanced Communication Skills","CDU Batch-1 - S-017","III semester Project - 8","2026-08-22","14","60","23.3"
"Advanced Communication Skills","CDU Batch-1 - S-017","III semester Project - 7","2026-08-20","21","60","35"
"Advanced Communication Skills","CDU Batch-1 - S-017","III semester Project - 6","2026-08-19","19","60","31.7"
"Advanced Communication Skills","CDU Batch-1 - S-017","III semester Project - 5","2026-08-01","19","60","31.7"
"Advanced Communication Skills","CDU Batch-1 - S-017","III semester Project - 4","2026-07-31","21","60","35"
"Advanced Communication Skills","CDU Batch-1 - S-017","III semester Project - 3","2026-07-27","32","60","53.3"
"Advanced Communication Skills","CDU Batch-1 - S-017","III semester Project - 1","2026-07-23","37","60","61.7"
"Advanced Communication Skills","CDU Batch-1 - S-017","III semester Project - 2","2026-07-22","22","60","36.7"
"Advanced Communication Skills","CDU Batch-1 - S-017","III semester Project - 1","2026-07-21","40","60","66.7"
"Advanced Communication Skills","CDU Batch-1 - S-017","Real Time Session 3: Activity","2026-07-20","32","60","53.3"
"Advanced Communication Skills","CDU Batch-1 - S-017","Real Time Session 3: Activity","2026-07-17","48","60","80"
"Advanced Communication Skills","CDU Batch-1 - S-017","Emphasizing Self-Expression","2026-07-13","45","60","75"
"Advanced Communication Skills","CDU Batch-1 - S-017","Module 1 Quiz","2026-07-13","46","60","76.7"
"Advanced Communication Skills","CDU Batch-1 - S-017","Framing Effective Questions","2026-07-09","34","60","56.7"
"Advanced Communication Skills","CDU Batch-1 - S-017","Real Time Session 2: Activity","2026-07-08","34","60","56.7"
"Advanced Communication Skills","CDU Batch-1 - S-017","Designing Clear Prompts","2026-07-01","28","60","46.7"
"Advanced Communication Skills","CDU Batch-1 - S-017","Real Time Session 2: Activity","2026-06-29","27","60","45"
"Advanced Communication Skills","CDU Batch-1 - S-017","Real Time Session 1: Activity","2026-06-27","18","60","30"
"Advanced Communication Skills","CDU Batch-1 - S-017","Real Time Session 1: Activity","2026-06-25","21","60","35"
"Advanced Communication Skills","CDU Batch-1 - S-017","Real Time Session 1: Activity","2026-06-23","18","60","30"
"Advanced Communication Skills","CDU Batch-1 - S-017","Real Time Session 1: Activity","2026-06-22","18","60","30"
"Advanced Communication Skills","CDU Batch-1 - S-017","The Language of Connection: Activity","2026-06-20","6","60","10"
"Advanced Communication Skills","CDU Batch-1 - S-017","The Language of Connection","2026-06-18","11","60","18.3"
"Advanced Communication Skills","CDU Batch-1 - S-017","Mastering the Art of Discussion","2026-06-16","2","60","3.3"
"Advanced Communication Skills","CDU Batch-1 - S-017","The Language of Connection","2026-06-13","0","60","0"
"Advanced Communication Skills","CDU Batch-1 - S-017","Accuracy in sentence structure","2026-06-12","0","60","0"
"Advanced Communication Skills","CDU Batch-1 - S-018","III semester Project - 8","2026-08-22","0","60","0"
"Advanced Communication Skills","CDU Batch-1 - S-018","III semester Project - 6","2026-08-20","22","60","36.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","III semester Project - 7","2026-08-19","19","60","31.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","III semester Project - 7","2026-08-08","17","60","28.3"
"Advanced Communication Skills","CDU Batch-1 - S-018","III semester Project - 5","2026-08-01","33","60","55"
"Advanced Communication Skills","CDU Batch-1 - S-018","III semester Project - 4","2026-07-31","36","60","60"
"Advanced Communication Skills","CDU Batch-1 - S-018","III semester Project - 3","2026-07-29","34","60","56.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","III semester Project - 2","2026-07-23","35","60","58.3"
"Advanced Communication Skills","CDU Batch-1 - S-018","III semester Project - 1","2026-07-22","32","60","53.3"
"Advanced Communication Skills","CDU Batch-1 - S-018","Real Time Session 3: Activity","2026-07-20","32","60","53.3"
"Advanced Communication Skills","CDU Batch-1 - S-018","Real Time Session 3: Activity","2026-07-18","22","60","36.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","Emphasizing Self-Expression","2026-07-13","37","60","61.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","Module 1 Quiz","2026-07-13","31","60","51.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","Framing Effective Questions","2026-07-08","46","60","76.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","Designing Clear Prompts","2026-07-02","42","60","70"
"Advanced Communication Skills","CDU Batch-1 - S-018","Real Time Session 2: Activity","2026-06-29","20","60","33.3"
"Advanced Communication Skills","CDU Batch-1 - S-018","Real Time Session 1: Activity","2026-06-25","20","60","33.3"
"Advanced Communication Skills","CDU Batch-1 - S-018","Real Time Session 1: Activity","2026-06-24","13","60","21.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","Designing Clear Prompts","2026-06-19","3","60","5"
"Advanced Communication Skills","CDU Batch-1 - S-018","Mastering the Art of Discussion","2026-06-17","4","60","6.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","The Language of Connection","2026-06-15","1","60","1.7"
"Advanced Communication Skills","CDU Batch-1 - S-018","Accuracy in sentence structure","2026-06-11","0","60","0"
"Advanced Communication Skills","CDU Batch-1 - S-019","III semester Project - 8","2026-08-22","8","39","20.5"
"Advanced Communication Skills","CDU Batch-1 - S-019","III semester Project - 7","2026-08-19","9","39","23.1"
"Advanced Communication Skills","CDU Batch-1 - S-019","III semester Project - 6","2026-08-08","2","39","5.1"
